team1,team2,win
pet-hatching-chick.pet-buffalo.pet-fish.pet-whale.pet-deer,pet-cat.pet-llama.pet-beetle.pet-fly.pet-ox,2
pet-seal.pet-otter.pet-goat.pet-tabby-cat.pet-hedgehog,pet-leopard.pet-buffalo.pet-fly.pet-buffalo.pet-fly,1
pet-beaver.pet-gorilla.pet-dromedary.pet-ant.pet-bat,pet-dragon.pet-fish.pet-owl.pet-ant.pet-crocodile,1
pet-poodle.pet-dolphin.pet-flamingo.pet-mosquito.pet-mammoth,pet-seal.pet-ladybug.pet-cow.pet-gorilla.pet-fish,1
pet-whale.pet-blowfish.pet-tiger.pet-monkey.pet-tyrannosaurus,pet-bat.pet-turkey.pet-crocodile.pet-dodo.pet-ant,2
pet-gorilla.pet-swan.pet-otter.pet-kangaroo.pet-microbe,pet-microbe.pet-whale.pet-duck.pet-lobster.pet-blowfish,0
pet-hedgehog.pet-fly.pet-tropical-fish.pet-dodo.pet-dromedary,pet-horse.pet-tyrannosaurus.pet-sloth.pet-ox.pet-shrimp,0
pet-beetle.pet-skunk.pet-hedgehog.pet-microbe.pet-blowfish,pet-rooster.pet-hippo.pet-hatching-chick.pet-squirrel.pet-ant,0
pet-squirrel.pet-worm.pet-leopard.pet-peacock.pet-flamingo,pet-squirrel.pet-rabbit.pet-beaver.pet-giraffe.pet-cat,0
pet-sloth.pet-crocodile.pet-penguin.pet-tropical-fish.pet-octopus,pet-squirrel.pet-swan.pet-parrot.pet-rabbit.pet-swan,0
pet-fish.pet-skunk.pet-ant.pet-goat.pet-gorilla,pet-eagle.pet-dolphin.pet-crocodile.pet-hedgehog.pet-bee,2
pet-whale.pet-rooster.pet-mammoth.pet-flamingo.pet-ant,pet-ladybug.pet-badger.pet-snake.pet-cat.pet-camel,0
pet-beetle.pet-peacock.pet-horse.pet-cat.pet-tropical-fish,pet-octopus.pet-eagle.pet-crab.pet-boar.pet-eagle,1
pet-rooster.pet-snail.pet-bat.pet-none.pet-sloth,pet-rhino.pet-horse.pet-dog.pet-penguin.pet-kangaroo,1
pet-monkey.pet-octopus.pet-bat.pet-duck.pet-snake,pet-sloth.pet-mosquito.pet-beaver.pet-rooster.pet-sheep,0
pet-cat.pet-hatching-chick.pet-beetle.pet-fish.pet-scorpion,pet-dragon.pet-eagle.pet-turtle.pet-bluebird.pet-blowfish,1
pet-dog.pet-elephant.pet-otter.pet-fly.pet-mammoth,pet-fly.pet-eagle.pet-crocodile.pet-shrimp.pet-hedgehog,1
pet-butterfly.pet-goat.pet-eagle.pet-dragon.pet-mammoth,pet-dog.pet-snake.pet-flamingo.pet-gorilla.pet-bluebird,0
pet-microbe.pet-dirty-rat.pet-rhino.pet-hedgehog.pet-worm,pet-sheep.pet-rat.pet-parrot.pet-duck.pet-snake,0
pet-bluebird.pet-parrot.pet-tabby-cat.pet-ladybug.pet-mammoth,pet-penguin.pet-parrot.pet-spider.pet-penguin.pet-sloth,0
pet-shrimp.pet-tiger.pet-beaver.pet-shrimp.pet-dodo,pet-sauropod.pet-dragon.pet-giraffe.pet-shrimp.pet-tabby-cat,1
pet-rabbit.pet-tabby-cat.pet-bee.pet-sauropod.pet-crocodile,pet-dirty-rat.pet-swan.pet-fly.pet-tyrannosaurus.pet-badger,2
pet-goat.pet-scorpion.pet-sauropod.pet-octopus.pet-duck,pet-snake.pet-parrot.pet-tiger.pet-crocodile.pet-turkey,0
pet-rooster.pet-duck.pet-tabby-cat.pet-puppy.pet-dirty-rat,pet-mosquito.pet-tropical-fish.pet-kangaroo.pet-peacock.pet-ladybug,1
pet-ant.pet-cat.pet-owl.pet-spider.pet-eagle,pet-boar.pet-skunk.pet-turkey.pet-goat.pet-parrot,0
pet-cat.pet-tyrannosaurus.pet-crocodile.pet-hatching-chick.pet-otter,pet-penguin.pet-hippo.pet-lobster.pet-tabby-cat.pet-boar,1
pet-snake.pet-bluebird.pet-none.pet-tyrannosaurus.pet-tabby-cat,pet-snake.pet-rabbit.pet-fly.pet-none.pet-crab,1
pet-dog.pet-buffalo.pet-ox.pet-worm.pet-microbe,pet-fly.pet-owl.pet-turtle.pet-hedgehog.pet-elephant,1
pet-cat.pet-boar.pet-tropical-fish.pet-swan.pet-flamingo,pet-elephant.pet-fly.pet-camel.pet-rhino.pet-sauropod,1
pet-whale.pet-beaver.pet-mosquito.pet-spider.pet-dragon,pet-peacock.pet-giraffe.pet-peacock.pet-duck.pet-kangaroo,0
pet-crab.pet-snail.pet-blowfish.pet-tiger.pet-shrimp,pet-ox.pet-flamingo.pet-ox.pet-scorpion.pet-swan,0
pet-flamingo.pet-goat.pet-caterpillar.pet-horse.pet-spider,pet-turtle.pet-fly.pet-bat.pet-worm.pet-chicken,0
pet-sloth.pet-lobster.pet-beaver.pet-rooster.pet-ant,pet-peacock.pet-crocodile.pet-fish.pet-skunk.pet-otter,1
pet-penguin.pet-badger.pet-ox.pet-bluebird.pet-crocodile,pet-llama.pet-boar.pet-fish.pet-dirty-rat.pet-penguin,0
pet-duck.pet-flamingo.pet-scorpion.pet-elephant.pet-rooster,pet-dromedary.pet-none.pet-owl.pet-seal.pet-ant,0
pet-poodle.pet-squirrel.pet-sauropod.pet-tabby-cat.pet-snail,pet-dirty-rat.pet-duck.pet-camel.pet-cat.pet-whale,0
pet-caterpillar.pet-tropical-fish.pet-hippo.pet-snake.pet-ox,pet-sheep.pet-elephant.pet-gorilla.pet-octopus.pet-rooster,0
pet-fly.pet-poodle.pet-elephant.pet-scorpion.pet-beaver,pet-sheep.pet-badger.pet-owl.pet-flamingo.pet-elephant,0
pet-rooster.pet-sheep.pet-caterpillar.pet-mosquito.pet-boar,pet-sauropod.pet-poodle.pet-microbe.pet-crab.pet-beetle,0
pet-flamingo.pet-goat.pet-giraffe.pet-owl.pet-cow,pet-mammoth.pet-sloth.pet-hatching-chick.pet-snake.pet-rooster,1
pet-tropical-fish.pet-sheep.pet-shrimp.pet-cat.pet-worm,pet-turkey.pet-chicken.pet-sauropod.pet-fly.pet-mosquito,1
pet-skunk.pet-dirty-rat.pet-poodle.pet-rooster.pet-deer,pet-dromedary.pet-cow.pet-goat.pet-microbe.pet-squirrel,0
pet-fish.pet-cow.pet-octopus.pet-bee.pet-worm,pet-hedgehog.pet-rabbit.pet-sheep.pet-rat.pet-fish,0
pet-dog.pet-seal.pet-pig.pet-scorpion.pet-squirrel,pet-peacock.pet-boar.pet-buffalo.pet-squirrel.pet-sauropod,1
pet-hatching-chick.pet-beetle.pet-duck.pet-skunk.pet-octopus,pet-puppy.pet-whale.pet-dolphin.pet-mosquito.pet-duck,0
pet-seal.pet-puppy.pet-camel.pet-rabbit.pet-dromedary,pet-turtle.pet-skunk.pet-bison.pet-peacock.pet-boar,1
pet-fly.pet-skunk.pet-tabby-cat.pet-microbe.pet-fish,pet-rhino.pet-hippo.pet-crocodile.pet-owl.pet-caterpillar,0
pet-peacock.pet-hedgehog.pet-crocodile.pet-rabbit.pet-dog,pet-hatching-chick.pet-bat.pet-sloth.pet-bee.pet-turkey,0
pet-tyrannosaurus.pet-beetle.pet-dolphin.pet-puppy.pet-dragon,pet-gorilla.pet-otter.pet-flamingo.pet-goat.pet-cat,0
pet-shrimp.pet-spider.pet-rooster.pet-eagle.pet-leopard,pet-deer.pet-horse.pet-otter.pet-kangaroo.pet-bat,0
pet-peacock.pet-lobster.pet-beaver.pet-cow.pet-bison,pet-scorpion.pet-cat.pet-duck.pet-swan.pet-rabbit,0
pet-caterpillar.pet-flamingo.pet-none.pet-snail.pet-chicken,pet-peacock.pet-crab.pet-horse.pet-cat.pet-dromedary,1
pet-rabbit.pet-scorpion.pet-microbe.pet-mosquito.pet-sauropod,pet-caterpillar.pet-gorilla.pet-crocodile.pet-butterfly.pet-llama,1
pet-bee.pet-chicken.pet-bee.pet-seal.pet-octopus,pet-sheep.pet-none.pet-scorpion.pet-peacock.pet-squirrel,0
pet-llama.pet-kangaroo.pet-bee.pet-cow.pet-poodle,pet-peacock.pet-butterfly.pet-deer.pet-dolphin.pet-rhino,1
pet-beetle.pet-boar.pet-elephant.pet-worm.pet-puppy,pet-buffalo.pet-crab.pet-lobster.pet-octopus.pet-duck,1
pet-tiger.pet-blowfish.pet-poodle.pet-dirty-rat.pet-puppy,pet-tyrannosaurus.pet-badger.pet-rabbit.pet-hatching-chick.pet-cow,1
pet-ant.pet-rooster.pet-tiger.pet-snake.pet-rooster,pet-dirty-rat.pet-hedgehog.pet-snail.pet-ox.pet-sauropod,0
pet-rhino.pet-kangaroo.pet-scorpion.pet-turkey.pet-dirty-rat,pet-monkey.pet-crab.pet-monkey.pet-snake.pet-seal,0
pet-beetle.pet-otter.pet-tabby-cat.pet-cat.pet-otter,pet-hatching-chick.pet-squirrel.pet-elephant.pet-seal.pet-swan,1
pet-cow.pet-hatching-chick.pet-monkey.pet-cow.pet-flamingo,pet-skunk.pet-tiger.pet-elephant.pet-puppy.pet-ant,1
pet-sauropod.pet-butterfly.pet-bee.pet-peacock.pet-ox,pet-crab.pet-none.pet-swan.pet-fish.pet-rat,0
pet-rabbit.pet-pig.pet-fly.pet-chicken.pet-sheep,pet-owl.pet-ox.pet-rhino.pet-crab.pet-kangaroo,0
pet-bison.pet-monkey.pet-crocodile.pet-giraffe.pet-lobster,pet-blowfish.pet-skunk.pet-sheep.pet-snake.pet-mammoth,1
pet-tiger.pet-ladybug.pet-hatching-chick.pet-llama.pet-bee,pet-cow.pet-rabbit.pet-fly.pet-bluebird.pet-penguin,1
pet-dragon.pet-caterpillar.pet-hatching-chick.pet-rhino.pet-flamingo,pet-badger.pet-llama.pet-tiger.pet-cricket.pet-giraffe,0
pet-bluebird.pet-octopus.pet-cow.pet-elephant.pet-kangaroo,pet-mosquito.pet-cricket.pet-squirrel.pet-crocodile.pet-worm,0
pet-spider.pet-flamingo.pet-cricket.pet-crocodile.pet-spider,pet-whale.pet-parrot.pet-bat.pet-penguin.pet-leopard,0
pet-cricket.pet-tropical-fish.pet-pig.pet-swan.pet-otter,pet-ox.pet-boar.pet-spider.pet-pig.pet-rat,1
pet-puppy.pet-crab.pet-snake.pet-turkey.pet-poodle,pet-whale.pet-tiger.pet-duck.pet-llama.pet-dog,2
pet-blowfish.pet-mammoth.pet-worm.pet-eagle.pet-rooster,pet-tiger.pet-dirty-rat.pet-dirty-rat.pet-sheep.pet-camel,0
pet-pig.pet-owl.pet-badger.pet-ox.pet-parrot,pet-giraffe.pet-cat.pet-badger.pet-fly.pet-lobster,1
pet-ladybug.pet-rhino.pet-goat.pet-otter.pet-goat,pet-fly.pet-otter.pet-fly.pet-snake.pet-bee,1
pet-leopard.pet-octopus.pet-mammoth.pet-rat.pet-peacock,pet-turkey.pet-tyrannosaurus.pet-otter.pet-sheep.pet-butterfly,0
pet-lobster.pet-shrimp.pet-bluebird.pet-monkey.pet-crocodile,pet-turkey.pet-boar.pet-ladybug.pet-puppy.pet-turkey,1
pet-tabby-cat.pet-swan.pet-blowfish.pet-owl.pet-ant,pet-swan.pet-otter.pet-turtle.pet-gorilla.pet-turtle,1
pet-snake.pet-penguin.pet-mammoth.pet-cat.pet-dragon,pet-sauropod.pet-tyrannosaurus.pet-cricket.pet-camel.pet-cow,0
pet-horse.pet-leopard.pet-whale.pet-tabby-cat.pet-sauropod,pet-fly.pet-cricket.pet-rabbit.pet-scorpion.pet-snail,0
pet-poodle.pet-tiger.pet-microbe.pet-dog.pet-tabby-cat,pet-cow.pet-deer.pet-goat.pet-boar.pet-beetle,1
pet-tiger.pet-ladybug.pet-dodo.pet-lobster.pet-cow,pet-scorpion.pet-boar.pet-ladybug.pet-cricket.pet-leopard,1
pet-tiger.pet-pig.pet-fish.pet-turtle.pet-cricket,pet-crocodile.pet-buffalo.pet-bee.pet-sloth.pet-beetle,1
pet-bluebird.pet-pig.pet-spider.pet-horse.pet-eagle,pet-dolphin.pet-hedgehog.pet-sloth.pet-hatching-chick.pet-camel,0
pet-shrimp.pet-turkey.pet-skunk.pet-turtle.pet-penguin,pet-goat.pet-tabby-cat.pet-parrot.pet-octopus.pet-mosquito,1
pet-dragon.pet-goat.pet-fly.pet-giraffe.pet-owl,pet-peacock.pet-penguin.pet-worm.pet-boar.pet-cat,0
pet-hatching-chick.pet-duck.pet-beetle.pet-llama.pet-caterpillar,pet-sheep.pet-peacock.pet-squirrel.pet-worm.pet-llama,1
pet-camel.pet-dog.pet-microbe.pet-beetle.pet-mammoth,pet-giraffe.pet-otter.pet-llama.pet-crab.pet-cat,0
pet-bison.pet-swan.pet-turtle.pet-flamingo.pet-shrimp,pet-butterfly.pet-elephant.pet-tyrannosaurus.pet-sloth.pet-horse,0
pet-tiger.pet-lobster.pet-penguin.pet-boar.pet-bison,pet-beaver.pet-otter.pet-hedgehog.pet-otter.pet-elephant,0
pet-otter.pet-blowfish.pet-rhino.pet-puppy.pet-bat,pet-tropical-fish.pet-whale.pet-worm.pet-bluebird.pet-cat,0
pet-tabby-cat.pet-tyrannosaurus.pet-swan.pet-otter.pet-gorilla,pet-dodo.pet-boar.pet-dirty-rat.pet-penguin.pet-shrimp,0
pet-tabby-cat.pet-none.pet-puppy.pet-eagle.pet-rooster,pet-goat.pet-skunk.pet-flamingo.pet-monkey.pet-elephant,0
pet-microbe.pet-cow.pet-rhino.pet-horse.pet-otter,pet-sauropod.pet-microbe.pet-parrot.pet-camel.pet-dirty-rat,0
pet-caterpillar.pet-bluebird.pet-octopus.pet-octopus.pet-rooster,pet-bison.pet-bee.pet-mosquito.pet-chicken.pet-giraffe,0
pet-octopus.pet-hatching-chick.pet-octopus.pet-flamingo.pet-sloth,pet-buffalo.pet-sloth.pet-cat.pet-mosquito.pet-ladybug,0
pet-hatching-chick.pet-hatching-chick.pet-blowfish.pet-goat.pet-cat,pet-hippo.pet-scorpion.pet-sauropod.pet-rat.pet-badger,1
pet-beetle.pet-rooster.pet-rhino.pet-bat.pet-hedgehog,pet-peacock.pet-kangaroo.pet-owl.pet-ant.pet-sheep,1
pet-rabbit.pet-cow.pet-parrot.pet-tabby-cat.pet-eagle,pet-dromedary.pet-worm.pet-fish.pet-beaver.pet-peacock,0
pet-crocodile.pet-duck.pet-rhino.pet-squirrel.pet-rhino,pet-cow.pet-bat.pet-fly.pet-otter.pet-cricket,0
pet-seal.pet-caterpillar.pet-rooster.pet-bat.pet-poodle,pet-leopard.pet-dolphin.pet-shrimp.pet-scorpion.pet-swan,1
pet-camel.pet-horse.pet-mammoth.pet-monkey.pet-hippo,pet-fish.pet-swan.pet-rhino.pet-cat.pet-duck,0
pet-seal.pet-dragon.pet-microbe.pet-hatching-chick.pet-turtle,pet-penguin.pet-octopus.pet-owl.pet-otter.pet-kangaroo,1
pet-horse.pet-dirty-rat.pet-fly.pet-cat.pet-whale,pet-cow.pet-hedgehog.pet-tiger.pet-dolphin.pet-badger,0
pet-dromedary.pet-monkey.pet-ladybug.pet-goat.pet-rhino,pet-sauropod.pet-horse.pet-sauropod.pet-poodle.pet-turkey,1
pet-turtle.pet-squirrel.pet-dog.pet-eagle.pet-eagle,pet-chicken.pet-ox.pet-skunk.pet-bee.pet-worm,0
pet-sauropod.pet-skunk.pet-shrimp.pet-worm.pet-deer,pet-rooster.pet-hatching-chick.pet-blowfish.pet-spider.pet-deer,0
pet-ant.pet-penguin.pet-sloth.pet-owl.pet-goat,pet-ant.pet-beaver.pet-turtle.pet-penguin.pet-beetle,0
pet-none.pet-cat.pet-ant.pet-monkey.pet-scorpion,pet-worm.pet-crab.pet-rabbit.pet-mosquito.pet-mosquito,1
pet-chicken.pet-blowfish.pet-tiger.pet-tiger.pet-rabbit,pet-skunk.pet-eagle.pet-seal.pet-fly.pet-bat,1
pet-mosquito.pet-ladybug.pet-dromedary.pet-caterpillar.pet-boar,pet-hatching-chick.pet-snail.pet-parrot.pet-giraffe.pet-sheep,0
pet-bluebird.pet-sheep.pet-tiger.pet-giraffe.pet-dodo,pet-caterpillar.pet-giraffe.pet-beaver.pet-elephant.pet-pig,0
pet-bee.pet-mammoth.pet-sloth.pet-tyrannosaurus.pet-swan,pet-microbe.pet-owl.pet-turtle.pet-bison.pet-dromedary,2
pet-microbe.pet-shrimp.pet-spider.pet-tiger.pet-shrimp,pet-sauropod.pet-dromedary.pet-butterfly.pet-duck.pet-dromedary,1
pet-snake.pet-shrimp.pet-rhino.pet-tiger.pet-beetle,pet-penguin.pet-cricket.pet-kangaroo.pet-fish.pet-sloth,0
pet-cricket.pet-dromedary.pet-whale.pet-lobster.pet-dirty-rat,pet-monkey.pet-rhino.pet-mosquito.pet-cricket.pet-bison,1
pet-rhino.pet-beetle.pet-ant.pet-rat.pet-leopard,pet-owl.pet-leopard.pet-scorpion.pet-badger.pet-dolphin,0
pet-poodle.pet-squirrel.pet-llama.pet-eagle.pet-snake,pet-crocodile.pet-giraffe.pet-bison.pet-worm.pet-turkey,0
pet-seal.pet-cricket.pet-turkey.pet-hatching-chick.pet-parrot,pet-shrimp.pet-owl.pet-bee.pet-mammoth.pet-dolphin,2
pet-microbe.pet-horse.pet-sheep.pet-eagle.pet-cricket,pet-pig.pet-boar.pet-sauropod.pet-tropical-fish.pet-deer,2
pet-otter.pet-fish.pet-dirty-rat.pet-eagle.pet-penguin,pet-tropical-fish.pet-horse.pet-bluebird.pet-squirrel.pet-tabby-cat,0
pet-dog.pet-pig.pet-cow.pet-seal.pet-otter,pet-dirty-rat.pet-seal.pet-ant.pet-duck.pet-dromedary,0
pet-chicken.pet-eagle.pet-ox.pet-owl.pet-chicken,pet-cricket.pet-leopard.pet-dirty-rat.pet-rooster.pet-butterfly,2
pet-rat.pet-dodo.pet-rhino.pet-otter.pet-dodo,pet-octopus.pet-turtle.pet-gorilla.pet-beaver.pet-dromedary,1
pet-hedgehog.pet-camel.pet-rooster.pet-rhino.pet-hatching-chick,pet-octopus.pet-fly.pet-none.pet-buffalo.pet-buffalo,0
pet-dodo.pet-none.pet-goat.pet-rhino.pet-caterpillar,pet-ant.pet-parrot.pet-tropical-fish.pet-seal.pet-crab,0
pet-rat.pet-sheep.pet-bison.pet-dromedary.pet-monkey,pet-snake.pet-poodle.pet-leopard.pet-peacock.pet-sloth,1
pet-goat.pet-bat.pet-lobster.pet-none.pet-monkey,pet-ladybug.pet-worm.pet-sauropod.pet-leopard.pet-turtle,1
pet-deer.pet-dromedary.pet-whale.pet-butterfly.pet-dromedary,pet-chicken.pet-tiger.pet-penguin.pet-rhino.pet-rhino,0
pet-leopard.pet-blowfish.pet-cow.pet-dog.pet-ox,pet-beaver.pet-fish.pet-penguin.pet-lobster.pet-fish,0
pet-rhino.pet-bison.pet-mosquito.pet-elephant.pet-none,pet-monkey.pet-ladybug.pet-octopus.pet-bee.pet-goat,0
pet-rat.pet-lobster.pet-chicken.pet-leopard.pet-lobster,pet-boar.pet-elephant.pet-seal.pet-caterpillar.pet-dragon,1
pet-hatching-chick.pet-worm.pet-gorilla.pet-cat.pet-gorilla,pet-monkey.pet-dodo.pet-shrimp.pet-duck.pet-blowfish,0
pet-worm.pet-caterpillar.pet-elephant.pet-hatching-chick.pet-fish,pet-caterpillar.pet-dog.pet-rabbit.pet-leopard.pet-beaver,1
pet-horse.pet-sheep.pet-sauropod.pet-dodo.pet-bison,pet-none.pet-dog.pet-mammoth.pet-squirrel.pet-hedgehog,0
pet-hippo.pet-giraffe.pet-tropical-fish.pet-bison.pet-fly,pet-rabbit.pet-spider.pet-cat.pet-sheep.pet-camel,0
pet-crocodile.pet-elephant.pet-caterpillar.pet-dragon.pet-rooster,pet-owl.pet-deer.pet-kangaroo.pet-mosquito.pet-cat,1
pet-crocodile.pet-parrot.pet-badger.pet-tropical-fish.pet-dog,pet-dromedary.pet-dirty-rat.pet-none.pet-cow.pet-snail,0
pet-hedgehog.pet-dodo.pet-sloth.pet-crocodile.pet-goat,pet-swan.pet-cricket.pet-scorpion.pet-tabby-cat.pet-bee,0
pet-snail.pet-ladybug.pet-tabby-cat.pet-fish.pet-butterfly,pet-gorilla.pet-badger.pet-beetle.pet-blowfish.pet-crab,1
pet-poodle.pet-deer.pet-bison.pet-tabby-cat.pet-dodo,pet-dog.pet-rat.pet-dirty-rat.pet-kangaroo.pet-snail,0
pet-worm.pet-skunk.pet-kangaroo.pet-bluebird.pet-monkey,pet-snake.pet-bluebird.pet-ox.pet-tabby-cat.pet-bee,1
pet-fish.pet-snail.pet-ox.pet-tyrannosaurus.pet-butterfly,pet-snake.pet-ox.pet-beaver.pet-puppy.pet-crocodile,1
pet-kangaroo.pet-swan.pet-rat.pet-badger.pet-tabby-cat,pet-hatching-chick.pet-squirrel.pet-seal.pet-peacock.pet-ladybug,0
pet-mammoth.pet-sauropod.pet-cow.pet-monkey.pet-rooster,pet-squirrel.pet-pig.pet-kangaroo.pet-flamingo.pet-camel,0
pet-pig.pet-lobster.pet-poodle.pet-seal.pet-hippo,pet-sauropod.pet-flamingo.pet-crab.pet-crab.pet-llama,0
pet-hedgehog.pet-crab.pet-lobster.pet-mammoth.pet-snake,pet-snail.pet-skunk.pet-turtle.pet-crab.pet-rooster,0
pet-bee.pet-skunk.pet-scorpion.pet-turtle.pet-hippo,pet-rooster.pet-turtle.pet-hedgehog.pet-elephant.pet-worm,0
pet-rat.pet-kangaroo.pet-blowfish.pet-tropical-fish.pet-owl,pet-hippo.pet-microbe.pet-penguin.pet-snake.pet-peacock,0
pet-skunk.pet-rat.pet-ladybug.pet-sloth.pet-mosquito,pet-tyrannosaurus.pet-lobster.pet-badger.pet-bee.pet-puppy,1
pet-hedgehog.pet-snake.pet-cricket.pet-tropical-fish.pet-caterpillar,pet-tiger.pet-sauropod.pet-cow.pet-rabbit.pet-whale,1
pet-eagle.pet-tabby-cat.pet-spider.pet-dragon.pet-scorpion,pet-scorpion.pet-snail.pet-bison.pet-snail.pet-scorpion,0
pet-tropical-fish.pet-bee.pet-beetle.pet-bee.pet-sauropod,pet-worm.pet-cricket.pet-skunk.pet-badger.pet-snake,1
pet-poodle.pet-peacock.pet-kangaroo.pet-leopard.pet-sloth,pet-poodle.pet-mosquito.pet-bee.pet-ant.pet-snake,0
pet-dolphin.pet-otter.pet-parrot.pet-skunk.pet-tabby-cat,pet-poodle.pet-ant.pet-ox.pet-ant.pet-dromedary,0
pet-hedgehog.pet-llama.pet-tiger.pet-skunk.pet-gorilla,pet-dromedary.pet-rat.pet-fish.pet-monkey.pet-eagle,0
pet-badger.pet-turtle.pet-seal.pet-badger.pet-snake,pet-bison.pet-hedgehog.pet-snake.pet-mosquito.pet-cat,1
pet-turkey.pet-duck.pet-dragon.pet-bluebird.pet-boar,pet-crocodile.pet-fly.pet-cat.pet-rooster.pet-dog,1
pet-hedgehog.pet-squirrel.pet-deer.pet-dodo.pet-microbe,pet-swan.pet-spider.pet-mammoth.pet-rooster.pet-turtle,1
pet-bee.pet-crocodile.pet-eagle.pet-owl.pet-parrot,pet-chicken.pet-pig.pet-sloth.pet-owl.pet-ox,0
pet-fly.pet-ant.pet-dirty-rat.pet-bat.pet-beaver,pet-owl.pet-poodle.pet-hippo.pet-fish.pet-owl,1
pet-turtle.pet-duck.pet-bison.pet-bat.pet-sauropod,pet-octopus.pet-cow.pet-none.pet-eagle.pet-scorpion,1
pet-cricket.pet-bat.pet-hippo.pet-horse.pet-owl,pet-snail.pet-flamingo.pet-penguin.pet-boar.pet-bison,1
pet-butterfly.pet-leopard.pet-bison.pet-dog.pet-tabby-cat,pet-tiger.pet-horse.pet-hatching-chick.pet-lobster.pet-squirrel,0
pet-seal.pet-shrimp.pet-camel.pet-fish.pet-rhino,pet-duck.pet-flamingo.pet-monkey.pet-monkey.pet-cow,0
pet-goat.pet-eagle.pet-owl.pet-duck.pet-crab,pet-bison.pet-rabbit.pet-blowfish.pet-kangaroo.pet-gorilla,1
pet-none.pet-dirty-rat.pet-mammoth.pet-leopard.pet-cricket,pet-horse.pet-hatching-chick.pet-dragon.pet-squirrel.pet-mosquito,0
pet-lobster.pet-fish.pet-whale.pet-sheep.pet-butterfly,pet-scorpion.pet-hippo.pet-tropical-fish.pet-hedgehog.pet-bee,1
pet-lobster.pet-beetle.pet-squirrel.pet-bluebird.pet-giraffe,pet-crocodile.pet-poodle.pet-dirty-rat.pet-puppy.pet-gorilla,1
pet-leopard.pet-beaver.pet-crocodile.pet-poodle.pet-giraffe,pet-turtle.pet-parrot.pet-rhino.pet-goat.pet-leopard,1
pet-buffalo.pet-caterpillar.pet-cat.pet-goat.pet-boar,pet-elephant.pet-octopus.pet-turkey.pet-hippo.pet-scorpion,2
pet-crocodile.pet-giraffe.pet-boar.pet-puppy.pet-rooster,pet-rat.pet-bison.pet-shrimp.pet-dirty-rat.pet-snail,0
pet-deer.pet-llama.pet-penguin.pet-ladybug.pet-bat,pet-tropical-fish.pet-scorpion.pet-deer.pet-gorilla.pet-rabbit,2
pet-giraffe.pet-whale.pet-cat.pet-bat.pet-cricket,pet-elephant.pet-rat.pet-chicken.pet-tiger.pet-microbe,0
pet-leopard.pet-shrimp.pet-deer.pet-skunk.pet-butterfly,pet-sauropod.pet-giraffe.pet-ox.pet-dog.pet-dolphin,2
pet-turkey.pet-cow.pet-goat.pet-blowfish.pet-eagle,pet-snake.pet-swan.pet-rabbit.pet-tabby-cat.pet-buffalo,0
pet-rabbit.pet-puppy.pet-worm.pet-eagle.pet-dirty-rat,pet-worm.pet-crocodile.pet-dromedary.pet-butterfly.pet-tropical-fish,0
pet-sheep.pet-ladybug.pet-turtle.pet-skunk.pet-hippo,pet-none.pet-fly.pet-dragon.pet-ladybug.pet-rooster,1
pet-parrot.pet-lobster.pet-bat.pet-ant.pet-monkey,pet-peacock.pet-hatching-chick.pet-ant.pet-skunk.pet-flamingo,2
pet-giraffe.pet-hedgehog.pet-deer.pet-tabby-cat.pet-boar,pet-bluebird.pet-tropical-fish.pet-mosquito.pet-tiger.pet-dodo,0
pet-otter.pet-mammoth.pet-ant.pet-gorilla.pet-hedgehog,pet-kangaroo.pet-camel.pet-none.pet-dragon.pet-parrot,0
pet-whale.pet-sloth.pet-squirrel.pet-spider.pet-beetle,pet-badger.pet-spider.pet-fly.pet-crab.pet-peacock,1
pet-buffalo.pet-flamingo.pet-elephant.pet-whale.pet-spider,pet-flamingo.pet-buffalo.pet-dog.pet-dragon.pet-rhino,1
pet-lobster.pet-dirty-rat.pet-octopus.pet-seal.pet-blowfish,pet-blowfish.pet-sauropod.pet-horse.pet-seal.pet-penguin,0
pet-shrimp.pet-dromedary.pet-owl.pet-ant.pet-ladybug,pet-skunk.pet-caterpillar.pet-elephant.pet-snail.pet-duck,1
pet-gorilla.pet-mammoth.pet-hedgehog.pet-crocodile.pet-blowfish,pet-hatching-chick.pet-tropical-fish.pet-blowfish.pet-rabbit.pet-goat,0
pet-ox.pet-rhino.pet-dodo.pet-boar.pet-cat,pet-horse.pet-bluebird.pet-badger.pet-poodle.pet-camel,0
pet-cat.pet-whale.pet-bat.pet-crab.pet-fish,pet-poodle.pet-ox.pet-puppy.pet-lobster.pet-dirty-rat,0
pet-sloth.pet-puppy.pet-hatching-chick.pet-skunk.pet-deer,pet-goat.pet-none.pet-deer.pet-spider.pet-hatching-chick,1
pet-tiger.pet-microbe.pet-parrot.pet-beaver.pet-dromedary,pet-fly.pet-sheep.pet-monkey.pet-crocodile.pet-bison,1
pet-crab.pet-sloth.pet-gorilla.pet-elephant.pet-tropical-fish,pet-duck.pet-cat.pet-camel.pet-eagle.pet-bison,1
pet-beaver.pet-squirrel.pet-rat.pet-elephant.pet-mammoth,pet-sheep.pet-bison.pet-chicken.pet-worm.pet-boar,1
pet-tabby-cat.pet-monkey.pet-goat.pet-snake.pet-bison,pet-horse.pet-ant.pet-fish.pet-mosquito.pet-sauropod,0
