team1,team2,win
pet-boar.pet-chicken,pet-tyrannosaurus.pet-duck,1
pet-flamingo.pet-tabby-cat,pet-chicken.pet-beetle,0
pet-deer.pet-mosquito,pet-penguin.pet-squirrel,0
pet-duck.pet-blowfish,pet-camel.pet-turtle,1
pet-ant.pet-whale,pet-fly.pet-hippo,1
pet-caterpillar.pet-camel,pet-worm.pet-turkey,2
pet-squirrel.pet-whale,pet-goat.pet-fish,1
pet-bison.pet-turkey,pet-cat.pet-scorpion,0
pet-eagle.pet-shrimp,pet-badger.pet-flamingo,0
pet-crocodile.pet-octopus,pet-deer.pet-worm,0
pet-beetle.pet-hedgehog,pet-skunk.pet-chicken,2
pet-elephant.pet-rat,pet-monkey.pet-llama,0
pet-elephant.pet-ox,pet-giraffe.pet-ant,0
pet-dolphin.pet-caterpillar,pet-leopard.pet-penguin,0
pet-dragon.pet-mammoth,pet-bee.pet-fish,0
pet-tyrannosaurus.pet-eagle,pet-ant.pet-hippo,0
pet-dromedary.pet-gorilla,pet-rat.pet-swan,0
pet-rhino.pet-scorpion,pet-turtle.pet-skunk,0
pet-leopard.pet-sheep,pet-penguin.pet-crab,0
pet-squirrel.pet-giraffe,pet-bison.pet-crocodile,1
pet-hippo.pet-butterfly,pet-bee.pet-poodle,0
pet-parrot.pet-dog,pet-chicken.pet-ox,1
pet-rhino.pet-mosquito,pet-dodo.pet-rhino,0
pet-swan.pet-deer,pet-bee.pet-leopard,2
pet-chicken.pet-none,pet-seal.pet-dirty-rat,1
pet-mammoth.pet-none,pet-tabby-cat.pet-microbe,0
pet-scorpion.pet-dog,pet-tabby-cat.pet-worm,2
pet-buffalo.pet-leopard,pet-dromedary.pet-bluebird,0
pet-lobster.pet-tiger,pet-butterfly.pet-flamingo,2
pet-dirty-rat.pet-pig,pet-swan.pet-beetle,1
pet-sheep.pet-beetle,pet-otter.pet-swan,0
pet-hatching-chick.pet-rhino,pet-crab.pet-badger,0
pet-lobster.pet-tropical-fish,pet-cow.pet-dodo,1
pet-giraffe.pet-squirrel,pet-pig.pet-flamingo,0
pet-dodo.pet-peacock,pet-dodo.pet-turtle,0
pet-turtle.pet-beaver,pet-ox.pet-otter,0
pet-tyrannosaurus.pet-hedgehog,pet-mosquito.pet-ox,2
pet-otter.pet-otter,pet-mosquito.pet-mosquito,1
pet-spider.pet-dromedary,pet-beetle.pet-ox,0
pet-monkey.pet-peacock,pet-turkey.pet-spider,1
pet-dog.pet-tabby-cat,pet-spider.pet-crab,2
pet-rabbit.pet-shrimp,pet-dirty-rat.pet-cow,1
